Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:38:47.484000,HAM,44,0 days 00:01:17.334000,28.0,1.0,,,0 days 00:00:20.146000,0 days 00:00:36.632000,0 days 00:00:20.556000,0 days 01:37:50.324000,0 days 01:38:26.956000,0 days 01:38:47.512000,204.0,191.0,259.0,279.0,False,MEDIUM,28.0,True,Mercedes,0 days 01:37:30.150000,2023-05-28 13:38:31.127,1,5.0,False,,False,True
0 days 01:40:04.856000,HAM,44,0 days 00:01:17.372000,29.0,1.0,,,0 days 00:00:20.072000,0 days 00:00:36.712000,0 days 00:00:20.588000,0 days 01:39:07.584000,0 days 01:39:44.296000,0 days 01:40:04.884000,201.0,192.0,259.0,279.0,False,MEDIUM,29.0,True,Mercedes,0 days 01:38:47.484000,2023-05-28 13:39:48.461,1,5.0,False,,False,True
0 days 01:41:22.598000,HAM,44,0 days 00:01:17.742000,30.0,1.0,,,0 days 00:00:20.187000,0 days 00:00:36.759000,0 days 00:00:20.796000,0 days 01:40:25.071000,0 days 01:41:01.830000,0 days 01:41:22.626000,204.0,188.0,259.0,279.0,False,MEDIUM,30.0,True,Mercedes,0 days 01:40:04.856000,2023-05-28 13:41:05.833,1,5.0,False,,False,True
0 days 01:42:58.065000,HAM,44,0 days 00:01:35.467000,31.0,1.0,,0 days 01:42:34.329000,0 days 00:00:20.415000,0 days 00:00:37.012000,0 days 00:00:38.040000,0 days 01:41:43.041000,0 days 01:42:20.053000,0 days 01:42:58.093000,197.0,189.0,,278.0,False,MEDIUM,31.0,True,Mercedes,0 days 01:41:22.598000,2023-05-28 13:42:23.575,1,8.0,False,,False,False
0 days 01:44:16.230000,HAM,44,0 days 00:01:18.165000,32.0,2.0,0 days 01:42:58.797000,,0 days 00:00:22.362000,0 days 00:00:35.711000,0 days 00:00:20.092000,0 days 01:43:20.455000,0 days 01:43:56.166000,0 days 01:44:16.258000,203.0,193.0,257.0,278.0,False,HARD,1.0,True,Mercedes,0 days 01:42:58.065000,2023-05-28 13:43:59.042,1,8.0,False,,False,False
0 days 01:45:31.880000,HAM,44,0 days 00:01:15.650000,33.0,2.0,,,0 days 00:00:19.760000,0 days 00:00:35.647000,0 days 00:00:20.243000,0 days 01:44:36.018000,0 days 01:45:11.665000,0 days 01:45:31.908000,209.0,193.0,258.0,280.0,True,HARD,2.0,True,Mercedes,0 days 01:44:16.230000,2023-05-28 13:45:17.207,1,8.0,False,,False,True
0 days 01:46:50.237000,HAM,44,0 days 00:01:18.357000,34.0,2.0,,,0 days 00:00:20.425000,0 days 00:00:37.198000,0 days 00:00:20.734000,0 days 01:45:52.333000,0 days 01:46:29.531000,0 days 01:46:50.265000,178.0,191.0,258.0,280.0,False,HARD,3.0,True,Mercedes,0 days 01:45:31.880000,2023-05-28 13:46:32.857,1,8.0,False,,False,True
0 days 01:48:07.396000,HAM,44,0 days 00:01:17.159000,35.0,2.0,,,0 days 00:00:20.415000,0 days 00:00:36.085000,0 days 00:00:20.659000,0 days 01:47:10.680000,0 days 01:47:46.765000,0 days 01:48:07.424000,199.0,192.0,258.0,280.0,False,HARD,4.0,True,Mercedes,0 days 01:46:50.237000,2023-05-28 13:47:51.214,1,8.0,False,,False,True
0 days 01:49:25.084000,HAM,44,0 days 00:01:17.688000,36.0,2.0,,,0 days 00:00:20.449000,0 days 00:00:36.475000,0 days 00:00:20.764000,0 days 01:48:27.873000,0 days 01:49:04.348000,0 days 01:49:25.112000,192.0,189.0,259.0,282.0,False,HARD,5.0,True,Mercedes,0 days 01:48:07.396000,2023-05-28 13:49:08.373,1,8.0,False,,False,True
0 days 01:50:42.795000,HAM,44,0 days 00:01:17.711000,37.0,2.0,,,0 days 00:00:20.364000,0 days 00:00:36.727000,0 days 00:00:20.620000,0 days 01:49:45.476000,0 days 01:50:22.203000,0 days 01:50:42.823000,188.0,189.0,258.0,279.0,False,HARD,6.0,True,Mercedes,0 days 01:49:25.084000,2023-05-28 13:50:26.061,1,8.0,False,,False,True
0 days 01:51:59.962000,HAM,44,0 days 00:01:17.167000,38.0,2.0,,,0 days 00:00:20.282000,0 days 00:00:36.239000,0 days 00:00:20.646000,0 days 01:51:03.105000,0 days 01:51:39.344000,0 days 01:51:59.990000,196.0,193.0,258.0,278.0,False,HARD,7.0,True,Mercedes,0 days 01:50:42.795000,2023-05-28 13:51:43.772,1,8.0,False,,False,True
0 days 01:53:17.255000,HAM,44,0 days 00:01:17.293000,39.0,2.0,,,0 days 00:00:20.276000,0 days 00:00:36.426000,0 days 00:00:20.591000,0 days 01:52:20.266000,0 days 01:52:56.692000,0 days 01:53:17.283000,193.0,190.0,259.0,281.0,False,HARD,8.0,True,Mercedes,0 days 01:51:59.962000,2023-05-28 13:53:00.939,1,8.0,False,,False,True
0 days 01:54:34.217000,HAM,44,0 days 00:01:16.962000,40.0,2.0,,,0 days 00:00:20.057000,0 days 00:00:36.301000,0 days 00:00:20.604000,0 days 01:53:37.340000,0 days 01:54:13.641000,0 days 01:54:34.245000,198.0,191.0,258.0,282.0,False,HARD,9.0,True,Mercedes,0 days 01:53:17.255000,2023-05-28 13:54:18.232,1,8.0,False,,False,True
0 days 01:55:50.805000,HAM,44,0 days 00:01:16.588000,41.0,2.0,,,0 days 00:00:20.081000,0 days 00:00:36.125000,0 days 00:00:20.382000,0 days 01:54:54.326000,0 days 01:55:30.451000,0 days 01:55:50.833000,200.0,192.0,258.0,281.0,False,HARD,10.0,True,Mercedes,0 days 01:54:34.217000,2023-05-28 13:55:35.194,1,8.0,False,,False,True
0 days 01:57:07.385000,HAM,44,0 days 00:01:16.580000,42.0,2.0,,,0 days 00:00:20.056000,0 days 00:00:36.136000,0 days 00:00:20.388000,0 days 01:56:10.889000,0 days 01:56:47.025000,0 days 01:57:07.413000,201.0,193.0,260.0,281.0,False,HARD,11.0,True,Mercedes,0 days 01:55:50.805000,2023-05-28 13:56:51.782,1,8.0,False,,False,True
0 days 01:58:23.914000,HAM,44,0 days 00:01:16.529000,43.0,2.0,,,0 days 00:00:20.005000,0 days 00:00:36.184000,0 days 00:00:20.340000,0 days 01:57:27.418000,0 days 01:58:03.602000,0 days 01:58:23.942000,202.0,192.0,260.0,283.0,False,HARD,12.0,True,Mercedes,0 days 01:57:07.385000,2023-05-28 13:58:08.362,1,8.0,False,,False,True
0 days 01:59:40.794000,HAM,44,0 days 00:01:16.880000,44.0,2.0,,,0 days 00:00:20.048000,0 days 00:00:36.302000,0 days 00:00:20.530000,0 days 01:58:43.990000,0 days 01:59:20.292000,0 days 01:59:40.822000,197.0,189.0,260.0,283.0,False,HARD,13.0,True,Mercedes,0 days 01:58:23.914000,2023-05-28 13:59:24.891,1,7.0,False,,False,True
0 days 02:00:59.627000,HAM,44,0 days 00:01:18.833000,45.0,2.0,,,0 days 00:00:20.486000,0 days 00:00:37.303000,0 days 00:00:21.044000,0 days 02:00:01.308000,0 days 02:00:38.611000,0 days 02:00:59.655000,185.0,183.0,259.0,277.0,False,HARD,14.0,True,Mercedes,0 days 01:59:40.794000,2023-05-28 14:00:41.771,1,7.0,False,,False,True
0 days 02:02:16.477000,HAM,44,0 days 00:01:16.850000,46.0,2.0,,,0 days 00:00:20.225000,0 days 00:00:36.147000,0 days 00:00:20.478000,0 days 02:01:19.880000,0 days 02:01:56.027000,0 days 02:02:16.505000,201.0,192.0,259.0,282.0,False,HARD,15.0,True,Mercedes,0 days 02:00:59.627000,2023-05-28 14:02:00.604,1,7.0,False,,False,True
0 days 02:03:32.734000,HAM,44,0 days 00:01:16.257000,47.0,2.0,,,0 days 00:00:19.850000,0 days 00:00:35.974000,0 days 00:00:20.433000,0 days 02:02:36.355000,0 days 02:03:12.329000,0 days 02:03:32.762000,203.0,192.0,260.0,283.0,False,HARD,16.0,True,Mercedes,0 days 02:02:16.477000,2023-05-28 14:03:17.454,1,6.0,False,,False,True
0 days 02:04:49.594000,HAM,44,0 days 00:01:16.860000,48.0,2.0,,,0 days 00:00:20.205000,0 days 00:00:36.190000,0 days 00:00:20.465000,0 days 02:03:52.967000,0 days 02:04:29.157000,0 days 02:04:49.622000,202.0,190.0,259.0,282.0,False,HARD,17.0,True,Mercedes,0 days 02:03:32.734000,2023-05-28 14:04:33.711,1,6.0,False,,False,True
0 days 02:06:06.375000,HAM,44,0 days 00:01:16.781000,49.0,2.0,,,0 days 00:00:20.131000,0 days 00:00:36.233000,0 days 00:00:20.417000,0 days 02:05:09.753000,0 days 02:05:45.986000,0 days 02:06:06.403000,199.0,194.0,258.0,281.0,False,HARD,18.0,True,Mercedes,0 days 02:04:49.594000,2023-05-28 14:05:50.571,1,6.0,False,,False,True
0 days 02:07:23.485000,HAM,44,0 days 00:01:17.110000,50.0,2.0,,,0 days 00:00:20.168000,0 days 00:00:36.443000,0 days 00:00:20.499000,0 days 02:06:26.571000,0 days 02:07:03.014000,0 days 02:07:23.513000,200.0,191.0,260.0,281.0,False,HARD,19.0,True,Mercedes,0 days 02:06:06.375000,2023-05-28 14:07:07.352,1,6.0,False,,False,True
0 days 02:08:41.779000,HAM,44,0 days 00:01:18.294000,51.0,2.0,,,0 days 00:00:20.058000,0 days 00:00:36.913000,0 days 00:00:21.323000,0 days 02:07:43.571000,0 days 02:08:20.484000,0 days 02:08:41.807000,200.0,188.0,262.0,282.0,False,HARD,20.0,True,Mercedes,0 days 02:07:23.485000,2023-05-28 14:08:24.462,1,6.0,False,,False,True
0 days 02:10:08.016000,HAM,44,0 days 00:01:26.237000,52.0,2.0,,,0 days 00:00:20.853000,0 days 00:00:42.111000,0 days 00:00:23.273000,0 days 02:09:02.660000,0 days 02:09:44.771000,0 days 02:10:08.044000,151.0,179.0,270.0,275.0,False,HARD,21.0,True,Mercedes,0 days 02:08:41.779000,2023-05-28 14:09:42.756,1,6.0,False,,False,True
0 days 02:11:39.357000,HAM,44,0 days 00:01:31.341000,53.0,2.0,,,0 days 00:00:24.193000,0 days 00:00:45.397000,0 days 00:00:21.751000,0 days 02:10:32.237000,0 days 02:11:17.634000,0 days 02:11:39.385000,111.0,170.0,260.0,269.0,False,HARD,22.0,True,Mercedes,0 days 02:10:08.016000,2023-05-28 14:11:08.993,1,6.0,False,,False,True
0 days 02:13:34.498000,HAM,44,0 days 00:01:55.141000,54.0,2.0,,0 days 02:13:08.562000,0 days 00:00:23.451000,0 days 00:00:48.060000,0 days 00:00:43.630000,0 days 02:12:02.836000,0 days 02:12:50.896000,0 days 02:13:34.526000,122.0,136.0,,264.0,False,HARD,23.0,True,Mercedes,0 days 02:11:39.357000,2023-05-28 14:12:40.334,1,7.0,False,,False,False
0 days 02:15:14.101000,HAM,44,0 days 00:01:39.603000,55.0,3.0,0 days 02:13:35.202000,,0 days 00:00:27.422000,0 days 00:00:47.069000,0 days 00:00:25.112000,0 days 02:14:01.948000,0 days 02:14:49.017000,0 days 02:15:14.129000,115.0,143.0,253.0,266.0,False,INTERMEDIATE,1.0,True,Mercedes,0 days 02:13:34.498000,2023-05-28 14:14:35.475,12,4.0,False,,False,False
0 days 02:16:55.378000,HAM,44,0 days 00:01:41.277000,56.0,3.0,,,0 days 00:00:26.260000,0 days 00:00:48.592000,0 days 00:00:26.425000,0 days 02:15:40.389000,0 days 02:16:28.981000,0 days 02:16:55.406000,119.0,142.0,246.0,245.0,False,INTERMEDIATE,2.0,True,Mercedes,0 days 02:15:14.101000,2023-05-28 14:16:15.078,21,4.0,False,,False,True
0 days 02:18:38.656000,HAM,44,0 days 00:01:43.278000,57.0,3.0,,,0 days 00:00:28.374000,0 days 00:00:48.357000,0 days 00:00:26.547000,0 days 02:17:23.780000,0 days 02:18:12.137000,0 days 02:18:38.684000,113.0,143.0,240.0,254.0,False,INTERMEDIATE,3.0,True,Mercedes,0 days 02:16:55.378000,2023-05-28 14:17:56.355,1,4.0,False,,False,True
0 days 02:20:22.034000,HAM,44,0 days 00:01:43.378000,58.0,3.0,,,0 days 00:00:27.656000,0 days 00:00:48.863000,0 days 00:00:26.859000,0 days 02:19:06.340000,0 days 02:19:55.203000,0 days 02:20:22.062000,122.0,134.0,221.0,244.0,False,INTERMEDIATE,4.0,True,Mercedes,0 days 02:18:38.656000,2023-05-28 14:19:39.633,12,4.0,False,,False,True
0 days 02:22:07.233000,HAM,44,0 days 00:01:45.199000,59.0,3.0,,,0 days 00:00:28.019000,0 days 00:00:49.285000,0 days 00:00:27.895000,0 days 02:20:50.081000,0 days 02:21:39.366000,0 days 02:22:07.261000,114.0,135.0,231.0,247.0,False,INTERMEDIATE,5.0,True,Mercedes,0 days 02:20:22.034000,2023-05-28 14:21:23.011,21,4.0,False,,False,True
0 days 02:23:50.274000,HAM,44,0 days 00:01:43.041000,60.0,3.0,,,0 days 00:00:27.600000,0 days 00:00:48.261000,0 days 00:00:27.180000,0 days 02:22:34.861000,0 days 02:23:23.122000,0 days 02:23:50.302000,123.0,132.0,232.0,243.0,False,INTERMEDIATE,6.0,True,Mercedes,0 days 02:22:07.233000,2023-05-28 14:23:08.210,12,4.0,False,,False,True
0 days 02:25:32.670000,HAM,44,0 days 00:01:42.396000,61.0,3.0,,,0 days 00:00:27.441000,0 days 00:00:48.298000,0 days 00:00:26.657000,0 days 02:24:17.743000,0 days 02:25:06.041000,0 days 02:25:32.698000,123.0,134.0,231.0,235.0,False,INTERMEDIATE,7.0,True,Mercedes,0 days 02:23:50.274000,2023-05-28 14:24:51.251,12,4.0,False,,False,True
0 days 02:27:14.957000,HAM,44,0 days 00:01:42.287000,62.0,3.0,,,0 days 00:00:27.191000,0 days 00:00:48.450000,0 days 00:00:26.646000,0 days 02:25:59.889000,0 days 02:26:48.339000,0 days 02:27:14.985000,122.0,133.0,221.0,236.0,False,INTERMEDIATE,8.0,True,Mercedes,0 days 02:25:32.670000,2023-05-28 14:26:33.647,1,4.0,False,,False,True
0 days 02:28:56.272000,HAM,44,0 days 00:01:41.315000,63.0,3.0,,,0 days 00:00:27.240000,0 days 00:00:47.725000,0 days 00:00:26.350000,0 days 02:27:42.225000,0 days 02:28:29.950000,0 days 02:28:56.300000,119.0,139.0,248.0,239.0,False,INTERMEDIATE,9.0,True,Mercedes,0 days 02:27:14.957000,2023-05-28 14:28:15.934,1,4.0,False,,False,True
0 days 02:30:35.229000,HAM,44,0 days 00:01:38.957000,64.0,3.0,,,0 days 00:00:26.340000,0 days 00:00:46.965000,0 days 00:00:25.652000,0 days 02:29:22.640000,0 days 02:30:09.605000,0 days 02:30:35.257000,127.0,141.0,253.0,264.0,False,INTERMEDIATE,10.0,True,Mercedes,0 days 02:28:56.272000,2023-05-28 14:29:57.249,1,4.0,False,,False,True
0 days 02:32:12.865000,HAM,44,0 days 00:01:37.636000,65.0,3.0,,,0 days 00:00:26.210000,0 days 00:00:46.748000,0 days 00:00:24.678000,0 days 02:31:01.467000,0 days 02:31:48.215000,0 days 02:32:12.893000,126.0,147.0,256.0,271.0,False,INTERMEDIATE,11.0,True,Mercedes,0 days 02:30:35.229000,2023-05-28 14:31:36.206,1,4.0,False,,False,True
0 days 02:33:49.068000,HAM,44,0 days 00:01:36.203000,66.0,3.0,,,0 days 00:00:25.650000,0 days 00:00:46.234000,0 days 00:00:24.319000,0 days 02:32:38.543000,0 days 02:33:24.777000,0 days 02:33:49.096000,135.0,142.0,256.0,274.0,False,INTERMEDIATE,12.0,True,Mercedes,0 days 02:32:12.865000,2023-05-28 14:33:13.842,1,4.0,False,,False,True
0 days 02:35:23.607000,HAM,44,0 days 00:01:34.539000,67.0,3.0,,,0 days 00:00:24.931000,0 days 00:00:45.823000,0 days 00:00:23.785000,0 days 02:34:14.027000,0 days 02:34:59.850000,0 days 02:35:23.635000,134.0,143.0,259.0,274.0,False,INTERMEDIATE,13.0,True,Mercedes,0 days 02:33:49.068000,2023-05-28 14:34:50.045,1,4.0,False,,False,True
0 days 02:36:56.473000,HAM,44,0 days 00:01:32.866000,68.0,3.0,,,0 days 00:00:25.098000,0 days 00:00:44.929000,0 days 00:00:22.839000,0 days 02:35:48.733000,0 days 02:36:33.662000,0 days 02:36:56.501000,140.0,150.0,259.0,275.0,False,INTERMEDIATE,14.0,True,Mercedes,0 days 02:35:23.607000,2023-05-28 14:36:24.584,1,4.0,False,,False,True
0 days 02:38:30.230000,HAM,44,0 days 00:01:33.757000,69.0,3.0,,,0 days 00:00:25.503000,0 days 00:00:46.040000,0 days 00:00:22.214000,0 days 02:37:22.004000,0 days 02:38:08.044000,0 days 02:38:30.258000,105.0,156.0,258.0,273.0,False,INTERMEDIATE,15.0,True,Mercedes,0 days 02:36:56.473000,2023-05-28 14:37:57.450,12,4.0,False,,False,True
0 days 02:39:59.910000,HAM,44,0 days 00:01:29.680000,70.0,3.0,,,0 days 00:00:24.150000,0 days 00:00:43.741000,0 days 00:00:21.789000,0 days 02:38:54.408000,0 days 02:39:38.149000,0 days 02:39:59.938000,137.0,166.0,259.0,275.0,False,INTERMEDIATE,16.0,True,Mercedes,0 days 02:38:30.230000,2023-05-28 14:39:31.207,1,4.0,False,,False,True
0 days 02:41:29.577000,HAM,44,0 days 00:01:29.667000,71.0,3.0,,,0 days 00:00:23.981000,0 days 00:00:43.910000,0 days 00:00:21.776000,0 days 02:40:23.919000,0 days 02:41:07.829000,0 days 02:41:29.605000,139.0,169.0,259.0,271.0,False,INTERMEDIATE,17.0,True,Mercedes,0 days 02:39:59.910000,2023-05-28 14:41:00.887,1,4.0,False,,False,True
0 days 02:42:58.992000,HAM,44,0 days 00:01:29.415000,72.0,3.0,,,0 days 00:00:24.343000,0 days 00:00:43.250000,0 days 00:00:21.822000,0 days 02:41:53.948000,0 days 02:42:37.198000,0 days 02:42:59.020000,139.0,171.0,258.0,276.0,False,INTERMEDIATE,18.0,True,Mercedes,0 days 02:41:29.577000,2023-05-28 14:42:30.554,1,4.0,False,,False,True
0 days 02:44:26.727000,HAM,44,0 days 00:01:27.735000,73.0,3.0,,,0 days 00:00:24.122000,0 days 00:00:42.180000,0 days 00:00:21.433000,0 days 02:43:23.142000,0 days 02:44:05.322000,0 days 02:44:26.755000,152.0,177.0,258.0,276.0,False,INTERMEDIATE,19.0,True,Mercedes,0 days 02:42:58.992000,2023-05-28 14:43:59.969,1,4.0,False,,False,True
0 days 02:45:53.031000,HAM,44,0 days 00:01:26.304000,74.0,3.0,,,0 days 00:00:22.776000,0 days 00:00:42.149000,0 days 00:00:21.379000,0 days 02:44:49.531000,0 days 02:45:31.680000,0 days 02:45:53.059000,156.0,180.0,258.0,277.0,False,INTERMEDIATE,20.0,True,Mercedes,0 days 02:44:26.727000,2023-05-28 14:45:27.704,1,4.0,False,,False,True
0 days 02:47:18.273000,HAM,44,0 days 00:01:25.242000,75.0,3.0,,,0 days 00:00:22.534000,0 days 00:00:41.383000,0 days 00:00:21.325000,0 days 02:46:15.593000,0 days 02:46:56.976000,0 days 02:47:18.301000,164.0,181.0,259.0,279.0,False,INTERMEDIATE,21.0,True,Mercedes,0 days 02:45:53.031000,2023-05-28 14:46:54.008,1,4.0,False,,False,True
0 days 02:48:42.924000,HAM,44,0 days 00:01:24.651000,76.0,3.0,,,0 days 00:00:22.174000,0 days 00:00:41.007000,0 days 00:00:21.470000,0 days 02:47:40.475000,0 days 02:48:21.482000,0 days 02:48:42.952000,166.0,184.0,258.0,278.0,False,INTERMEDIATE,22.0,True,Mercedes,0 days 02:47:18.273000,2023-05-28 14:48:19.250,1,4.0,False,,False,True
0 days 02:50:09.134000,HAM,44,0 days 00:01:26.210000,77.0,3.0,,,0 days 00:00:22.410000,0 days 00:00:42.330000,0 days 00:00:21.470000,0 days 02:49:05.362000,0 days 02:49:47.692000,0 days 02:50:09.162000,164.0,184.0,258.0,277.0,False,INTERMEDIATE,23.0,True,Mercedes,0 days 02:48:42.924000,2023-05-28 14:49:43.901,1,4.0,False,,False,True
0 days 02:51:34.239000,HAM,44,0 days 00:01:25.105000,78.0,3.0,,,0 days 00:00:22.304000,0 days 00:00:40.622000,0 days 00:00:22.179000,0 days 02:50:31.466000,0 days 02:51:12.088000,0 days 02:51:34.267000,166.0,180.0,229.0,277.0,False,INTERMEDIATE,24.0,True,Mercedes,0 days 02:50:09.134000,2023-05-28 14:51:10.111,1,4.0,False,,False,True
0 days 01:03:30.587000,SAI,55,0 days 00:01:27.390000,1.0,1.0,,,,0 days 00:00:38.450000,0 days 00:00:21.607000,,0 days 01:03:09.074000,0 days 01:03:30.683000,172.0,176.0,257.0,276.0,False,HARD,1.0,True,Ferrari,0 days 01:02:02.950000,2023-05-28 13:03:03.927,12,4.0,False,,False,False
0 days 01:04:51.180000,SAI,55,0 days 00:01:20.593000,2.0,1.0,,,0 days 00:00:21.218000,0 days 00:00:37.827000,0 days 00:00:21.548000,0 days 01:03:51.836000,0 days 01:04:29.663000,0 days 01:04:51.211000,190.0,177.0,257.0,278.0,True,HARD,2.0,True,Ferrari,0 days 01:03:30.587000,2023-05-28 13:04:31.564,1,4.0,False,,False,True
0 days 01:06:11.138000,SAI,55,0 days 00:01:19.958000,3.0,1.0,,,0 days 00:00:21.064000,0 days 00:00:37.555000,0 days 00:00:21.339000,0 days 01:05:12.275000,0 days 01:05:49.830000,0 days 01:06:11.169000,193.0,180.0,258.0,278.0,True,HARD,3.0,True,Ferrari,0 days 01:04:51.180000,2023-05-28 13:05:52.157,1,4.0,False,,False,True
0 days 01:07:30.620000,SAI,55,0 days 00:01:19.482000,4.0,1.0,,,0 days 00:00:20.956000,0 days 00:00:37.330000,0 days 00:00:21.196000,0 days 01:06:32.125000,0 days 01:07:09.455000,0 days 01:07:30.651000,196.0,181.0,257.0,278.0,True,HARD,4.0,True,Ferrari,0 days 01:06:11.138000,2023-05-28 13:07:12.115,1,4.0,False,,False,True
0 days 01:08:49.343000,SAI,55,0 days 00:01:18.723000,5.0,1.0,,,0 days 00:00:20.710000,0 days 00:00:37.120000,0 days 00:00:20.893000,0 days 01:07:51.361000,0 days 01:08:28.481000,0 days 01:08:49.374000,196.0,183.0,256.0,278.0,True,HARD,5.0,True,Ferrari,0 days 01:07:30.620000,2023-05-28 13:08:31.597,1,4.0,False,,False,True
0 days 01:10:08.107000,SAI,55,0 days 00:01:18.764000,6.0,1.0,,,0 days 00:00:20.816000,0 days 00:00:37.126000,0 days 00:00:20.822000,0 days 01:09:10.190000,0 days 01:09:47.316000,0 days 01:10:08.138000,196.0,185.0,257.0,278.0,False,HARD,6.0,True,Ferrari,0 days 01:08:49.343000,2023-05-28 13:09:50.320,1,4.0,False,,False,True
0 days 01:11:26.804000,SAI,55,0 days 00:01:18.697000,7.0,1.0,,,0 days 00:00:20.775000,0 days 00:00:37.010000,0 days 00:00:20.912000,0 days 01:10:28.913000,0 days 01:11:05.923000,0 days 01:11:26.835000,197.0,183.0,258.0,278.0,True,HARD,7.0,True,Ferrari,0 days 01:10:08.107000,2023-05-28 13:11:09.084,1,4.0,False,,False,True
0 days 01:12:45.441000,SAI,55,0 days 00:01:18.637000,8.0,1.0,,,0 days 00:00:20.773000,0 days 00:00:36.906000,0 days 00:00:20.958000,0 days 01:11:47.608000,0 days 01:12:24.514000,0 days 01:12:45.472000,198.0,183.0,258.0,278.0,True,HARD,8.0,True,Ferrari,0 days 01:11:26.804000,2023-05-28 13:12:27.781,1,4.0,False,,False,True
0 days 01:14:03.747000,SAI,55,0 days 00:01:18.306000,9.0,1.0,,,0 days 00:00:20.663000,0 days 00:00:36.899000,0 days 00:00:20.744000,0 days 01:13:06.135000,0 days 01:13:43.034000,0 days 01:14:03.778000,194.0,186.0,258.0,278.0,True,HARD,9.0,True,Ferrari,0 days 01:12:45.441000,2023-05-28 13:13:46.418,1,4.0,False,,False,True
0 days 01:15:21.817000,SAI,55,0 days 00:01:18.070000,10.0,1.0,,,0 days 00:00:20.574000,0 days 00:00:36.868000,0 days 00:00:20.628000,0 days 01:14:24.352000,0 days 01:15:01.220000,0 days 01:15:21.848000,194.0,185.0,265.0,279.0,True,HARD,10.0,True,Ferrari,0 days 01:14:03.747000,2023-05-28 13:15:04.724,1,4.0,False,,False,True
0 days 01:16:40.082000,SAI,55,0 days 00:01:18.265000,11.0,1.0,,,0 days 00:00:20.590000,0 days 00:00:36.442000,0 days 00:00:21.233000,0 days 01:15:42.438000,0 days 01:16:18.880000,0 days 01:16:40.113000,197.0,180.0,264.0,280.0,False,HARD,11.0,True,Ferrari,0 days 01:15:21.817000,2023-05-28 13:16:22.794,1,4.0,True,TRACK LIMITS AT TURN 11 LAP 11 ,False,True
0 days 01:17:59.029000,SAI,55,0 days 00:01:18.947000,12.0,1.0,,,0 days 00:00:20.805000,0 days 00:00:37.196000,0 days 00:00:20.946000,0 days 01:17:00.918000,0 days 01:17:38.114000,0 days 01:17:59.060000,196.0,183.0,258.0,280.0,False,HARD,12.0,True,Ferrari,0 days 01:16:40.082000,2023-05-28 13:17:41.059,12,4.0,False,,False,True
0 days 01:19:17.315000,SAI,55,0 days 00:01:18.286000,13.0,1.0,,,0 days 00:00:20.536000,0 days 00:00:36.877000,0 days 00:00:20.873000,0 days 01:18:19.596000,0 days 01:18:56.473000,0 days 01:19:17.346000,197.0,185.0,258.0,279.0,False,HARD,13.0,True,Ferrari,0 days 01:17:59.029000,2023-05-28 13:19:00.006,1,4.0,False,,False,True
0 days 01:20:35.422000,SAI,55,0 days 00:01:18.107000,14.0,1.0,,,0 days 00:00:20.482000,0 days 00:00:36.785000,0 days 00:00:20.840000,0 days 01:19:37.828000,0 days 01:20:14.613000,0 days 01:20:35.453000,196.0,190.0,258.0,280.0,False,HARD,14.0,True,Ferrari,0 days 01:19:17.315000,2023-05-28 13:20:18.292,12,4.0,False,,False,True
0 days 01:21:53.305000,SAI,55,0 days 00:01:17.883000,15.0,1.0,,,0 days 00:00:20.449000,0 days 00:00:36.664000,0 days 00:00:20.770000,0 days 01:20:55.902000,0 days 01:21:32.566000,0 days 01:21:53.336000,200.0,190.0,258.0,280.0,True,HARD,15.0,True,Ferrari,0 days 01:20:35.422000,2023-05-28 13:21:36.399,1,4.0,False,,False,True
0 days 01:23:11.544000,SAI,55,0 days 00:01:18.239000,16.0,1.0,,,0 days 00:00:20.460000,0 days 00:00:36.943000,0 days 00:00:20.836000,0 days 01:22:13.796000,0 days 01:22:50.739000,0 days 01:23:11.575000,197.0,189.0,257.0,280.0,False,HARD,16.0,True,Ferrari,0 days 01:21:53.305000,2023-05-28 13:22:54.282,1,4.0,False,,False,True
0 days 01:24:29.904000,SAI,55,0 days 00:01:18.360000,17.0,1.0,,,0 days 00:00:20.415000,0 days 00:00:36.946000,0 days 00:00:20.999000,0 days 01:23:31.990000,0 days 01:24:08.936000,0 days 01:24:29.935000,199.0,188.0,257.0,280.0,False,HARD,17.0,True,Ferrari,0 days 01:23:11.544000,2023-05-28 13:24:12.521,1,4.0,False,,False,True
0 days 01:25:48.082000,SAI,55,0 days 00:01:18.178000,18.0,1.0,,,0 days 00:00:20.502000,0 days 00:00:36.871000,0 days 00:00:20.805000,0 days 01:24:50.437000,0 days 01:25:27.308000,0 days 01:25:48.113000,199.0,188.0,258.0,280.0,False,HARD,18.0,True,Ferrari,0 days 01:24:29.904000,2023-05-28 13:25:30.881,1,4.0,False,,False,True
